City,Country,Latitude,Longitude,Distance,City Code
Chizhou,China,30.6583,117.4849,12608.79055,512
Leizhou,China,20.9147,110.0806,12087.86768,513
Guyuan,China,36.008,106.2782,11465.06073,514
Rui'an,China,27.778,120.6526,12989.28067,515
Birstall,United Kingdom,52.6736,-1.12,5858.091133,516
Muscat,Oman,23.6139,58.5922,6836.235912,517
Hebi,China,35.7497,114.2887,12176.2608,518
Jingling,China,30.6667,113.1667,12207.10386,519
Bronx,United States,40.8501,-73.8662,8658.508373,520
The Hague,Netherlands,52.08,4.27,5804.921774,521
Owerri,Nigeria,5.4833,7.0333,990.7339262,522
Sharjah,United Arab Emirates,25.3575,55.3919,6574.005642,523
Faridabad,India,28.4333,77.3167,8769.867502,524
Ulaanbaatar,Mongolia,47.9203,106.9172,11258.21016,525
Goiania,Brazil,-16.6789,-49.2539,5704.38194,526
Belem,Brazil,-1.4558,-48.5039,5395.322509,527
Kayseri,Turkey,38.7333,35.4833,5622.740768,528
Yueqing,China,28.1188,120.9621,13008.36033,529
Belgrade,Serbia,44.8167,20.4667,5376.317771,530
Pingdu,China,36.7833,119.9556,12629.0004,531
Aurangabad,India,19.88,75.32,8474.647875,532
Yutan,China,28.3147,112.554,12202.1946,533
Wenling,China,28.3797,121.3718,13038.9574,534
Islamabad,Pakistan,33.6989,73.0369,8445.686063,535
Milwaukee,United States,43.0642,-87.9673,9842.639131,536
Milan,Italy,45.4669,9.19,5135.762567,537
Sofia,Bulgaria,42.6975,23.3241,5287.968336,538
Adelaide,Australia,-34.9289,138.6011,14227.9011,539
Samsun,Turkey,41.2867,36.33,5865.166452,540
Rajkot,India,22.2969,70.7984,8037.768947,541
Khulna,Bangladesh,22.8167,89.55,9961.635403,542
Cordoba,Argentina,-31.4167,-64.1833,7581.72303,543
Guarulhos,Brazil,-23.4667,-46.5333,5656.993248,544
Juarez,Mexico,31.7386,-106.487,11560.81729,545
Prague,Czechia,50.0833,14.4167,5735.183375,546
Montevideo,Uruguay,-34.8667,-56.1667,6985.125063,547
Mbuji-Mayi,Congo (Kinshasa),-6.1209,23.5967,2705.834425,548
Fuqing,China,25.7232,119.3735,12923.87614,549
Xintai,China,35.91,117.78,12473.95807,550
Doha,Qatar,25.3,51.5333,6202.422606,551
Saitama,Japan,35.8617,139.6453,14248.87359,552
Hiroshima,Japan,34.3853,132.4553,13772.10294,553
Meerut,India,28.99,77.7,8813.589973,554
Yushu,China,44.8249,126.5451,12785.7026,555
Rongcheng,China,26.2312,104.0966,11411.0132,556
Yangquan,China,37.8576,113.5762,12054.73839,557
Haicheng,China,40.8523,122.7474,12693.42795,558
Gaozhou,China,21.9392,110.8461,12150.98868,559
Yingtan,China,28.2333,117,12629.44033,560
Huaiyin,China,33.58,119.03,12659.39479,561
Wuzhong,China,37.9874,106.1919,11419.52406,562
Jabalpur,India,23.1667,79.9333,8979.459442,563
Thane,India,19.18,72.9633,8221.418311,564
Zhangye,China,38.9355,100.4553,10910.09567,565
Rucheng,China,32.3852,120.5634,12835.47718,566
Nizhniy Novgorod,Russia,56.3269,44.0075,7394.335574,567
Comayaguela,Honduras,14.0833,-87.2167,9707.572612,568
Yangshe,China,31.8775,120.5512,12851.29409,569
Shaoyang,China,32.9387,119.8404,12752.46092,570
Dhanbad,India,23.7928,86.435,9645.069756,571
Yichun,China,47.7235,128.8893,12785.72631,572
Laiwu,China,36.1833,117.6667,12455.24779,573
Kazan,Russia,55.7908,49.1144,7606.756414,574
Dayan,China,26.8808,100.2208,11020.37157,575
Suwon,"Korea, South",37.2858,127.01,13189.72397,576
Jiangyin,China,31.9087,120.2653,12824.4856,577
Yongcheng,China,33.9317,116.4459,12419.12141,578
Calgary,Canada,51.05,-114.0667,11659.50497,579
Can Tho,Vietnam,10.0333,105.7833,11735.29502,580
Abuja,Nigeria,9.0556,7.4914,1304.645277,581
Yiwu,China,29.3081,120.0698,12888.60426,582
Mandalay,Burma,21.9769,96.0869,10635.25636,583
Beidao,China,34.6,105.92,11458.75836,584
Al Basrah,Iraq,30.4889,47.81,6075.691024,585
Shuangshui,China,26.5944,104.8333,11479.29772,586
Sevilla,Spain,37.3828,-5.9731,4201.928631,587
Vila Velha,Brazil,3.2167,-51.2167,5703.221539,588
Allahabad,India,25.455,81.84,9188.988074,589
Varanasi,India,25.3189,83.0128,9305.753971,590
Tunis,Tunisia,36.8008,10.18,4224.393141,591
Chelyabinsk,Russia,55.15,61.4,8242.505782,592
Mombasa,Kenya,-4.05,39.6667,4429.982357,593
Providence,United States,41.823,-71.4187,8480.273012,594
Qom,Iran,34.6461,50.8789,6530.563976,595
Maiduguri,Nigeria,11.8333,13.15,1959.330858,596
Maputo,Mozambique,-25.9153,32.5764,4527.669707,597
Rosario,Argentina,-32.9575,-60.6394,7306.449521,598
Benin City,Nigeria,6.3176,5.6145,938.9870821,599
Xinyu,China,27.795,114.9242,12441.66491,600
Ahvaz,Iran,31.3203,48.6692,6188.741041,601
Dublin,Ireland,53.3425,-6.2658,5959.821017,602
Jacksonville,United States,30.3322,-81.6749,9209.47246,603
Medina,Saudi Arabia,24.4667,39.6,5055.782995,604
Srinagar,India,34.0911,74.8061,8613.833352,605
Omsk,Russia,54.9667,73.3833,8957.114504,606
Huazhou,China,21.654,110.6294,12133.24798,607
Cilacap,Indonesia,-7.7167,109.017,12102.52304,608
Xiantao,China,30.3833,113.4,12235.66428,609
Bandar Lampung,Indonesia,-5.4294,105.2625,11697.10941,610
Samara,Russia,53.1833,50.1167,7494.948885,611
Guankou,China,28.1417,113.625,12308.85517,612
Ulsan,"Korea, South",35.55,129.3167,13458.36529,613
Dingzhou,China,38.5158,114.9845,12153.63525,614
Campinas,Brazil,-22.9009,-47.0573,5685.410747,615
Lianyuan,China,27.6961,111.6659,12129.43989,616
Rongcheng,China,29.8239,112.9019,12201.85739,617
Kaiyuan,China,36.0656,113.8153,12126.11839,618
Nay Pyi Taw,Burma,19.8028,96.1583,10651.9067,619
Dakar,Senegal,14.7319,-17.4572,2523.458178,620
Zhuji,China,29.7169,120.2314,12891.13342,621
Zapopan,Mexico,20.7167,-103.4,11399.83751,622
Leiyang,China,26.4179,112.8457,12270.30353,623
Dadukou,China,26.5849,101.7149,11171.0492,624
Quetta,Pakistan,30.192,67.007,7813.557089,625
Amritsar,India,31.6167,74.85,8577.847636,626
Callao,Peru,-12.0611,-77.1333,8609.122743,627
Aligarh,India,27.88,78.08,8838.008085,628
Yingchuan,China,34.1511,113.4733,12147.93199,629
Tegucigalpa,Honduras,14.0942,-87.2067,9706.508531,630
Ciudad Nezahualcoyotl,Mexico,19.41,-99.03,10954.36456,631
Tripoli,Libya,32.8752,13.1875,3907.930449,632
Rostov,Russia,47.2333,39.7167,6506.472884,633
Nezahualcoyotl,Mexico,19.4,-98.9889,10950.11844,634
Bhiwandi,India,19.3,73.0667,8233.555656,635
Zhoushan,China,30.0162,122.0988,13053.95068,636
Tbilisi,Georgia,41.7225,44.7925,6451.271555,637
Ufa,Russia,54.7333,55.9667,7911.318539,638
Fes,Morocco,34.0433,-5.0033,3821.307278,639
Bien Hoa,Vietnam,10.9575,106.8426,11845.47596,640
Mexicali,Mexico,32.6633,-115.4678,12367.71802,641
Gwalior,India,26.215,78.1931,8831.552321,642
Ankang,China,32.6877,109.0235,11778.27375,643
Ikare,Nigeria,7.5304,5.76,1053.110456,644
Hegang,China,47.3139,130.2775,12898.44355,645
Salt Lake City,United States,40.7777,-111.9306,11834.57263,646
Bhilai,India,21.2167,81.4333,9120.169588,647
Yuyao,China,30.0372,121.1546,12966.39327,648
N'Djamena,Chad,12.11,15.05,2138.218306,649
Hanchuan,China,30.652,113.8274,12269.15776,650
Gongzhuling,China,43.5036,124.8088,12727.5744,651
Copenhagen,Denmark,55.6786,12.5635,6294.889197,652
Irbid,Jordan,32.5556,35.85,5215.880282,653
Haora,India,22.59,88.31,9834.256844,654
Cologne,Germany,50.9422,6.9578,5702.617317,655
Krasnoyarsk,Russia,56.0167,92.8667,10185.884,656
Yicheng,China,31.3697,119.8239,12801.90018,657
Mizhou,China,36,119.4167,12611.21297,658
Nashville,United States,36.1715,-86.7843,9719.155793,659
Yerevan,Armenia,40.1814,44.5144,6337.079841,660
Ranchi,India,23.3556,85.3347,9531.579466,661
Nur-Sultan,Kazakhstan,51.1333,71.4333,8726.149807,662
Nouakchott,Mauritania,18.0783,-15.9744,2662.793793,663
Vereeniging,South Africa,-26.6736,27.9319,4210.261121,664
Richmond,United States,37.5295,-77.4756,8906.608739,665
Sao Luis,Brazil,-2.53,-44.3028,4932.712579,666
San Pedro Sula,Honduras,15.5,-88.0333,9797.023509,667
Taixing,China,32.1724,120.0142,12793.2341,668
Memphis,United States,35.1046,-89.9773,10005.69356,669
Goyang,"Korea, South",37.6564,126.835,13158.54451,670
Bezwada,India,16.5167,80.6167,9007.77959,671
Edmonton,Canada,53.5344,-113.4903,11531.5692,672
Xishan,China,27.6609,113.4946,12306.98849,673
Barquisimeto,Venezuela,10.0678,-69.3467,7748.106483,674
Sendai,Japan,38.2683,140.8694,14179.76982,675
Voronezh,Russia,51.6717,39.2106,6814.226122,676
Perm,Russia,58.0139,56.2489,8104.54335,677
Changwon,"Korea, South",35.2281,128.6811,13421.39614,678
Zhongwei,China,37.5139,105.1884,11341.49633,679
Shouguang,China,36.8833,118.7333,12522.36226,680
Bogor,Indonesia,-6.6,106.8,11863.12949,681
Raleigh,United States,35.8325,-78.6435,8986.276141,682
Cartagena,Colombia,10.4236,-75.5253,8425.338172,683
Chandigarh,India,30.7353,76.7911,8748.240161,684
Bishkek,Kyrgyzstan,42.8667,74.5667,8757.070645,685
Amsterdam,Netherlands,52.35,4.9166,5839.245656,686
Matola,Mozambique,-25.9667,32.4667,4521.858045,687
Ogbomoso,Nigeria,8.1333,4.25,1019.695397,688
Ashgabat,Turkmenistan,37.95,58.3833,7292.590606,689
E'zhou,China,30.3972,114.8842,12374.15929,690
Maceio,Brazil,-9.6658,-35.735,4097.672084,691
Niamey,Niger,13.5086,2.1111,1520.015365,692
Managua,Nicaragua,12.15,-86.2667,9601.937396,693
Patam,Indonesia,1.0678,104.0167,11566.10185,694
Tekirdag,Turkey,40.9833,27.5167,5334.273348,695
Linhai,China,28.8523,121.1409,13002.64487,696
Shubra al Khaymah,Egypt,30.1286,31.2422,4705.122267,697
Monrovia,Liberia,6.3106,-10.8047,1389.261963,698
Wafangdian,China,39.6271,121.9972,12686.13171,699
Zhongxiang,China,31.169,112.5853,12141.0661,700
Shymkent,Kazakhstan,42.3,69.6,8346.422291,701
New Orleans,United States,30.0687,-89.9288,10000.90681,702
Volgograd,Russia,48.7,44.4833,6884.057047,703
Port-au-Prince,Haiti,18.5425,-72.3386,8148.893969,704
Mysore,India,12.3086,76.6531,8558.342654,705
Odesa,Ukraine,46.4775,30.7326,5971.969341,706
Kathmandu,Nepal,27.7167,85.3667,9551.772044,707
Raipur,India,21.2379,81.6337,9141.038359,708
Nice,France,43.7034,7.2663,4913.004551,709
Arequipa,Peru,-16.3988,-71.5369,8041.05308,710
Port Harcourt,Nigeria,4.75,7,939.9303391,711
Rotterdam,Netherlands,51.92,4.48,5788.602788,712
Louisville,United States,38.1663,-85.6485,9627.465897,713
Zaoyang,China,32.1287,112.7581,12134.19543,714
Shuizhai,China,33.4433,114.8994,12294.85732,715
Kota,India,25.18,75.83,8584.502772,716
Abu Dhabi,United Arab Emirates,24.4781,54.3686,6447.282036,717
Stockholm,Sweden,59.3294,18.0686,6782.039908,718
Ottawa,Canada,45.4247,-75.695,8897.296325,719
Asmara,Eritrea,15.3333,38.9167,4601.129997,720
Freetown,Sierra Leone,8.4833,-13.2331,1743.335824,721
Jerusalem,Israel,31.7833,35.2167,5116.761547,722
Panama City,Panama,9,-79.5,8854.72156,723
Lome,Togo,6.1319,1.2228,695.2253748,724
Libreville,Gabon,0.3901,9.4544,1052.190326,725
Zagreb,Croatia,45.8,15.95,5327.219323,726
Dushanbe,Tajikistan,38.5731,68.7864,8180.439995,727
Lilongwe,Malawi,-13.9833,33.7833,4030.127577,728
Cotonou,Benin,6.4,2.52,764.6298461,729
Vientiane,Laos,17.9667,102.6,11339.48208,730
Colombo,Sri Lanka,6.9167,79.8333,8885.562838,731
Kigali,Rwanda,-1.9536,30.0606,3349.050949,732
Pretoria,South Africa,-25.7464,28.1881,4164.165347,733
Bangui,Central African Republic,4.3732,18.5628,2118.67601,734
Winnipeg,Canada,49.8844,-97.1464,10519.00561,735
Quebec City,Canada,46.8139,-71.2081,8591.560323,736
Riga,Latvia,56.9475,24.1069,6687.721329,737
Oslo,Norway,59.9111,10.7528,6726.584032,738
Chisinau,Moldova,47.0056,28.8575,5929.820707,739
Athens,Greece,37.9794,23.7161,4871.313941,740
Bujumbura,Burundi,-3.3825,29.3611,3284.550786,741
Helsinki,Finland,60.1756,24.9342,7026.88673,742
Skopje,Macedonia,41.9833,21.4333,5139.170059,743
Kuwait City,Kuwait,29.375,47.98,6039.709561,744
Kingston,Jamaica,17.9714,-76.7931,8612.037799,745
Vilnius,Lithuania,54.6833,25.2833,6503.403124,746
San Salvador,El Salvador,13.6989,-89.1914,9920.402337,747
Djibouti,Djibouti,11.595,43.1481,4935.094708,748
Lisbon,Portugal,38.7452,-9.1604,4408.640907,749
Kitchener,Canada,43.4186,-80.4728,9239.946285,750
Tallinn,Estonia,59.4372,24.745,6949.510294,751
Cape Town,South Africa,-33.925,18.425,4233.536048,752
Bratislava,Slovakia,48.1447,17.1128,5601.974253,753
Tirana,Albania,41.33,19.82,5009.921175,754
Canberra,Australia,-35.2931,149.1269,14952.87951,755
Wellington,New Zealand,-41.2889,174.7772,15394.2621,756
Beirut,Lebanon,33.8869,35.5131,5280.755702,757
Dodoma,Tanzania,-6.25,35.75,4027.608274,758
Halifax,Canada,44.6475,-63.5906,7956.433576,759
Bissau,Guinea-Bissau,11.8592,-15.5956,2168.669632,760
Juba,South Sudan,4.85,31.6,3550.742273,761
Port Moresby,Papua New Guinea,-9.4789,147.1494,16230.02587,762
Yamoussoukro,Côte D’Ivoire,6.8161,-5.2742,957.4920824,763
Victoria,Canada,48.4283,-123.3647,12387.77172,764
Maseru,Lesotho,-29.31,27.48,4372.474129,765
Nicosia,Cyprus,35.1725,33.365,5220.182313,766
Windhoek,Namibia,-22.57,17.0836,3117.320356,767
Porto-Novo,Benin,6.4833,2.6167,777.1972252,768
Sucre,Bolivia,-19.0431,-65.2592,7416.413195,769
San Jose,Costa Rica,9.9333,-84.0833,9359.734584,770
Ljubljana,Slovenia,46.05,14.5167,5313.91933,771
Sarajevo,Bosnia And Herzegovina,43.8667,18.4167,5208.556023,772
Nassau,"Bahamas, The",25.0667,-77.3333,8733.810131,773
Bloemfontein,South Africa,-29.1,26.2167,4267.991795,774
Gaborone,Botswana,-24.6569,25.9086,3910.456481,775
Paramaribo,Suriname,5.8667,-55.1667,6157.580942,776
Dili,Timor-Leste,-8.5586,125.5736,13912.84642,777
Pristina,Kosovo,42.6667,21.1667,5193.949451,778
Georgetown,Guyana,6.7833,-58.1667,6495.631752,779
Malabo,Equatorial Guinea,3.7521,8.7737,1060.438997,780
Brussels,Belgium,50.8467,4.3517,5668.957686,781
Male,Maldives,4.175,73.5083,8178.930581,782
Podgorica,Montenegro,42.4397,19.2661,5097.342932,783
Manama,Bahrain,26.2167,50.5831,6146.417648,784
Port Louis,Mauritius,-20.1667,57.5,6639.719109,785
New Delhi,India,28.7,77.2,8761.724716,786
Bern,Switzerland,46.948,7.4474,5270.518164,787
Reykjavik,Iceland,64.1475,-21.935,7354.689492,788
Praia,Cabo Verde,14.9177,-23.5092,3070.605455,789
Luxembourg,Luxembourg,49.6106,6.1328,5547.522051,790
Sri Jayewardenepura Kotte,Sri Lanka,6.9,79.9164,8894.694253,791
Bridgetown,Barbados,13.0975,-59.6167,6725.964147,792
Moroni,Comoros,-11.7036,43.2536,4948.866183,793
Thimphu,Bhutan,27.4833,89.6333,9971.58436,794
Mbabane,Swaziland,-26.3167,31.1333,4435.910419,795
Honiara,Solomon Islands,-9.4333,159.95,17560.79804,796
Suva,Fiji,-18.1333,178.4333,17991.88301,797
Castries,Saint Lucia,14.0167,-60.9833,6885.930898,798
Sao Tome,Sao Tome And Principe,0.3333,6.7333,749.6374075,799
Port-Vila,Vanuatu,-17.75,168.3,17663.14074,800
Bandar Seri Begawan,Brunei,4.9167,114.9167,12767.5427,801
Monaco,Monaco,43.7396,7.4069,4919.031068,802
Gitega,Burundi,-3.4264,29.9306,3347.931164,803
Port of Spain,Trinidad And Tobago,10.6667,-61.5167,6900.074093,804
Apia,Samoa,-13.8333,-171.8333,18233.74731,805
Vaduz,Liechtenstein,47.1415,9.5215,5322.976902,806
Banjul,"Gambia, The",13.4531,-16.5775,2360.691431,807
Tarawa,Kiribati,1.3382,173.0176,19225.03162,808
Victoria,Seychelles,-4.6236,55.4544,6180.643406,809
Majuro,Marshall Islands,7.1167,171.3667,18773.30325,810
Kingstown,Saint Vincent And The Grenadines,13.1667,-61.2333,6900.570976,811
Nuku`alofa,Tonga,-21.1347,-175.2083,17608.44963,812
Saint John's,Antigua And Barbuda,17.1211,-61.8447,7027.136907,813
Andorra la Vella,Andorra,42.5,1.5,4728.268095,814
Belmopan,Belize,17.25,-88.7675,9876.873339,815
Roseau,Dominica,15.3,-61.3833,6948.223431,816
Basseterre,Saint Kitts And Nevis,17.2983,-62.7342,7123.523594,817
Pago Pago,American Samoa,-14.274,-170.7046,18127.27859,818
Valletta,Malta,35.8978,14.5125,4264.599707,819
Palikir,"Micronesia, Federated States Of",6.9178,158.185,17476.38581,820
Funafuti,Tuvalu,-8.5167,179.2167,19064.51542,821
Lobamba,Swaziland,-26.4167,31.1667,4445.176149,822
Saint George's,Grenada,12.0444,-61.7417,6940.661785,823
San Marino,San Marino,43.932,12.4484,5038.687134,824
Al Quds,West Bank,31.7764,35.2269,5117.075597,825
Capitol Hill,Northern Mariana Islands,15.2137,145.7546,15890.94775,826
Hagta,Guam,13.4745,144.7504,15854.13416,827
Ngerulmud,Palau,7.5006,134.6242,14916.26749,828
Bareilly,India,28.364,79.415,8973.383258,829
Quang Ha,Vietnam,16.06,108.25,11955.28837,830
Kitaku,Japan,33.8704,130.82,13662.96575,831
Jodhpur,India,26.2918,73.0168,8319.637502,832
Xingcheng,China,24.1681,115.6669,12596.07297,833
Dongtai,China,32.8534,120.3037,12796.5712,834
Joinvile,Brazil,-26.32,-48.8399,5987.713438,835
Yingcheng,China,24.1876,113.4042,12370.05312,836
Dnipro,Ukraine,48.45,34.9833,6347.407693,837
Glasgow,United Kingdom,55.8609,-4.2514,6223.46157,838
Chiba,Japan,35.6,140.1,14299.18411,839
Danyang,China,31.9948,119.575,12759.39186,840
Natal,Brazil,-6.9838,-60.2699,6728.814091,841
Naples,Italy,40.8333,14.25,4762.948538,842
Zhaodong,China,46.0635,125.9773,12682.64682,843
Xibeijie,China,39.737,98.5049,10733.90986,844
Kirkuk,Iraq,35.4667,44.4,6050.847073,845
Huilong,China,31.8131,121.6574,12953.03319,846
Tongjin,"Korea, South",37.2361,127.2011,13207.40168,847
Oklahoma City,United States,35.4676,-97.5136,10687.56054,848
Toulouse,France,43.6045,1.444,4850.827375,849
Denizli,Turkey,37.7731,29.0878,5149.614054,850
Dispur,India,26.15,91.77,10184.42662,851
Coimbatore,India,11,76.9667,8585.573466,852
Luocheng,China,22.7645,111.5745,12211.69518,853
Guwahati,India,26.1667,91.7667,10184.07201,854
Shima,China,24.4475,117.8118,12802.59151,855
Songnam,"Korea, South",37.4386,127.1378,13192.90943,856
Solapur,India,17.6833,75.9167,8517.144918,857
Tangier,Morocco,35.7847,-5.8125,4024.383726,858
Anqiu,China,36.3619,119.1072,12572.20217,859
Feicheng,China,36.186,116.772,12378.32678,860
Taishan,China,22.2486,112.785,12343.40469,861
Meishan,China,34.1736,112.839,12090.59948,862
Kisangani,Congo (Kinshasa),0.5153,25.1911,2801.730492,863
Khartoum North,Sudan,15.6333,32.6333,3981.72104,864
Aguascalientes,Mexico,21.876,-102.296,11275.21266,865
Marrakech,Morocco,31.6295,-7.9811,3616.06666,866
Nada,China,19.5,109.5833,12055.82171,867
Donetsk,Ukraine,48.0089,37.8042,6459.383705,868
Taihecun,China,45.768,131.0063,13036.65324,869
Wuchuan,China,21.4571,110.7659,12150.24117,870
Trujillo,Peru,-8.1119,-79.0289,8800.15723,871
Cebu City,Philippines,10.3,123.9,13708.60375,872
Taihe,China,30.8706,105.3784,11470.79616,873
Olinda,Brazil,-8,-34.85,3963.398523,874
Bridgeport,United States,41.1918,-73.1953,8610.491687,875
Trichinopoly,India,10.8269,78.6928,8773.096953,876
Xin'an,China,34.3662,118.3369,12572.71414,877
Padang,Indonesia,-0.9556,100.3606,11159.66753,878
Qingzhou,China,36.6967,118.4797,12507.33709,879
Buffalo,United States,42.9016,-78.8487,9102.109667,880
Xinyi,China,22.3559,110.9369,12153.64547,881
Lichuan,China,30.2965,108.9378,11817.29458,882
Daye,China,30.1003,114.9699,12389.70061,883
Fort Worth,United States,32.7811,-97.3473,10694.09321,884
Zhuanghe,China,39.6896,122.9664,12760.3826,885
Hartford,United States,41.7661,-72.6834,8581.421603,886
Ad Dammam,Saudi Arabia,26.4333,50.1,6109.537246,887
Bucheon,"Korea, South",37.4989,126.7831,13161.65475,888
Lhasa,China,29.65,91.1,10114.05829,889
Homs,Syria,34.7333,36.7167,5425.776734,890
Jiaozhou,China,36.2481,119.9625,12648.8913,891
Merida,Mexico,20.97,-89.62,9968.302288,892
Dengtalu,China,36.08,114.35,12172.1857,893
Zaria,Nigeria,11.0667,7.7,1496.097053,894
Hubli,India,15.36,75.125,8414.069719,895
Abeokuta,Nigeria,7.15,3.35,877.590415,896
Tucson,United States,32.1545,-110.8782,11960.48246,897
Krasnodar,Russia,45.0333,38.9833,6302.505581,898
Natal,Brazil,-5.795,-35.2089,3961.042139,899
Novo Hamburgo,Brazil,-29.7096,-51.14,6335.927566,900
Chihuahua,Mexico,28.6353,-106.0889,11573.12711,901
Klang,Malaysia,3.0333,101.45,11279.15997,902
Turin,Italy,45.0667,7.7,5068.35568,903
Jos,Nigeria,9.9333,8.8833,1478.506206,904
Laiyang,China,36.9758,120.7136,12685.52041,905
Jalandhar,India,31.3256,75.5792,8641.938946,906
Campo Grande,Brazil,-20.4686,-54.6222,6355.152764,907
Sale,Morocco,34.05,-6.8167,3852.407701,908
Barinas,Venezuela,8.6333,-70.2167,7833.855789,909
Marseille,France,43.2964,5.37,4844.04723,910
Kaifeng Chengguanzhen,China,34.85,114.35,12206.9214,911
Eskisehir,Turkey,39.7767,30.5206,5397.837293,912
Gaomi,China,36.3833,119.75,12626.02588,913
Ipoh,Malaysia,4.6,101.07,11234.69801,914
Hai'an,China,32.532,120.4604,12821.3404,915
